Name,Price,Category
Filiz Fırın Makarna 500 g,"2,49 TL",Kalem İnce uzun Yüksük Makarna
Indo Mie Etli Paket Noodle 70 G,"1,45 TL","Kalem, İnce uzun, Yüksük Makarna"
Pastavilla Junior Minimidye 500 g,"3,40 TL",Kalem İnce uzun Yüksük Makarna
Pastavilla Junior Papatya 500 g,"3,40 TL","Kalem, İnce uzun, Yüksük Makarna"
Filiz Kepekli Kalem Makarna 350 g,"3,00 TL",Kalem İnce uzun Yüksük Makarna
Veronelli Kelebek Makarna 500 g,"3,50 TL","Kalem, İnce uzun, Yüksük Makarna"
Arbella Tagliatelle 400 g,"11,90 TL",Kalem İnce uzun Yüksük Makarna
Nuhun Ankara Sebzeli Burgu Makarna 350 g,"2,85 TL","Kalem, İnce uzun, Yüksük Makarna"
Nuhun Ankara Nuhun Gemisi 350 g,"2,85 TL",Kalem İnce uzun Yüksük Makarna
Indomie Tavuk Aromalı Avantaj Paketi 5'li,"6,95 TL","Kalem, İnce uzun, Yüksük Makarna"
Indomie Köri Çeşnili Avantaj Paketi 5'li,"6,95 TL",Kalem İnce uzun Yüksük Makarna
Arbella Çarliston Makarna 500 g,"2,70 TL",Diğer Makarnalar
Filiz Yumurtalı Erişte 350 g,"3,30 TL",Diğer Makarnalar
Indo Mie Tavuklu Noodle 60 g,"4,50 TL",Diğer Makarnalar
Indo Mie Köri Noodle 60 g,"4,50 TL",Diğer Makarnalar
Barilla Üç Renkli Kalem Sebzeli Makarna 500 g,"13,20 TL",Diğer Makarnalar
Indo Mie Sebzeli Noodle 60 g,"4,50 TL",Diğer Makarnalar
Barilla Tagliatelle 500 g,"19,60 TL",Diğer Makarnalar
Indo Mie Köri Noodle 75 g,"1,45 TL",Diğer Makarnalar
Filiz Sebzeli Burgu Makarna 350 g,"3,00 TL",Diğer Makarnalar
Ankara Nuh'un Gemisi Makarna 500 g,"2,75 TL",Diğer Makarnalar
Indo Mie Sebzeli Noodle 75 g,"1,45 TL",Diğer Makarnalar
Indo Mie Tavuk Noodle 70 g,"1,45 TL",Diğer Makarnalar
Indo Mie Asya Çeşnili Paket Noodle 80 g,"1,80 TL",Diğer Makarnalar
Barilla Yassı Spagetti Makarna 500 g,"4,50 TL",Diğer Makarnalar
